"cell","vpu","HUC4","area_Estimate","AISP_mgafdm_est","AISP_mgafdm_LowQ","AISP_mgafdm_HiQ","Emer_gAFDM","Total_Emerg_gafdm","Total_Emerg_kJ"
10961625,"10U",1003,331.222218245268,9527.84096749224,2061.11,59659.0989999999,1.82502077874336,604.487430679084,6955.53462110888
10961873,"09",901,72300.4273066312,6912.02815643703,1086.222,59659.0989999999,1.3239720364557,95723.7439777781,1101445.2600803
10961911,"09",901,44066.7874294426,6617.4841050495,1038.01427303955,59659.0989999999,1.26755327213422,55857.0005986332,642718.577388173
10962012,"09",902,16700.0292445756,5765.08032125334,176.729,59659.0989999999,1.10427865172282,18441.4857779317,212196.956103771
10962045,"09",903,233740.716481149,3632.3540510614,176.729,41648.3024437856,0.695763252300012,162628.201093859,1871281.39588649
10968440,"17",1711,73636.0907658935,2814.65913827703,176.729,59659.0989999999,0.539136980766325,39699.9396509589,456807.355593759
10968530,"17",1702,274868.221765213,2828.01863147085,35.163,45501.5380454794,0.541695939585578,148894.999651324,1713260.31348796
10968645,"10U",904,44130.7170003448,4030.94523609217,35.163,19149.604,0.772111839287034,34073.8490721918,392070.744349175
10968834,"10U",1006,55746.2975201271,7829.71333717658,1086.222,59659.0989999999,1.49975105385416,83605.5684542782,962007.473419152
10969115,"09",903,189273.9738284,5778.05533018791,224.614828386533,59659.0989999999,1.10676396408171,209481.613571817,2410400.18656412
10975535,"17",1711,29794.1605675668,781.265043966914,35.163,19149.604,0.149648272238191,4458.6446517236,51303.3946850576
10975593,"17",1702,11174.1128175408,651.495900299218,35.163,12921.2045804098,0.124791498868304,1394.43428702444,16045.0581236467
10975594,"17",1702,12883.2349629235,723.539061213158,35.163,14883.374,0.138591085373042,1785.50151662748,20544.8732010741
10976142,"09",902,32117.5536198616,6110.00928003652,226,59659.0989999999,1.1703484485548,37588.7290503807,432514.710818206
10976175,"09",903,13859.5605576746,5690.8393309524,226,59659.0989999999,1.09005807957054,15107.7259651904,173837.048818464
10982554,"17",1711,18722.9071257561,9636.51432412844,925.736,142561.375,1.84583673638094,34559.4297845691,397658.078816145
10982595,"17",1711,349058.742782232,4549.40957644227,176.729,59801.8518541053,0.871421661670169,304177.349655793,3500016.67381438
10982982,"10U",1006,1991.15994117409,7803.59819620622,1086.222,59659.0989999999,1.49474880045034,2976.28393357473,34246.6110816777
10983217,"09",902,21910.7093102634,5746.20178213573,226,59659.0989999999,1.10066254118115,24116.296988516,277494.171298359
10990003,"10U",1005,20248.0095908046,9956.15154582507,1833.18589755573,59659.0989999999,1.90706199961176,38614.2096583979,444314.403434356
10990035,"10U",1005,7056.5985892266,7910.23298220938,1086.222,59659.0989999999,1.51517427783358,10691.9766713929,123027.229569382
10996738,"17",1711,417247.656500611,4559.7571135273,176.729,59801.8518541053,0.873403692043412,364425.643684096,4193263.66905105
10996948,"10U",1003,36215.0740282089,4734.03219725535,224.614828386533,19367.3141437336,0.906785404658693,32839.3005574139,377865.411863883
10997108,"10U",1005,6139.82289943099,7867.73520898203,1086.222,59659.0989999999,1.50703399511319,9252.92183341695,106468.745076212
10997199,"10U",1011,40452.7504841872,7899.89011161952,1086.222,59659.0989999999,1.51319314130928,61212.8245797678,704345.366027098
10997431,"09",903,152724.874455772,4745.95724861939,176.729,59659.0989999999,0.909069601739774,138837.540797266,1597534.16318374
11004092,"10U",1005,1799.81687095389,9565.47605748484,1833.18589755573,59659.0989999999,1.8322296334546,3297.67780575324,37944.7296718997
11004108,"10U",1005,24225.1262473199,9972.12498688111,2061.11,59659.0989999999,1.91012164994963,46272.9381177688,532439.562452106
11004279,"10U",1011,5608.50631663203,7065.22881200644,1086.222,59659.0989999999,1.35331702454747,7590.08708058013,87335.3369926953
11004475,"09",903,3362.16188490391,5690.8393309524,226,59659.0989999999,1.09005807957054,3664.95172746363,42170.7670520602
11010866,"17",1711,556162.954301808,12626.3049325864,1349.57208744051,150964.993,2.41851946724768,1345090.93194091,15477288.808378
11011063,"17",1701,224176.942002326,764.351425241443,35.163,14883.374,0.14640853453444,32821.4175549727,377659.641096294
11011267,"10U",1006,1890.76003751159,7711.82654047715,1086.222,59659.0989999999,1.47717029770489,2792.9745674995,32137.361860933
11011340,"10U",1011,3393.84833945334,7925.58726109185,1086.222,59659.0989999999,1.51811533007183,5152.25319206292,59284.401354472
11011442,"09",902,10197.8165729903,6561.74150518717,1038.01427303955,59659.0989999999,1.25687599452673,12817.3908471783,147483.307783058
11018195,"10U",1003,8447.09658094496,9270.46926031823,2055.30273270903,59659.0989999999,1.77572223198384,14999.6971944986,172594.015768499
11025253,"10U",1003,28961.1225243695,9213.47625373831,2061.11,59659.0989999999,1.76480544384618,51110.7466909036,588105.806798883
11025495,"10U",1011,2548.25319127925,7472.85864740178,1086.222,59659.0989999999,1.43139692976109,3647.56179425101,41970.6697855492
11025714,"09",903,79397.6489330679,5777.48202150902,226,59659.0989999999,1.10665414904017,87865.7376158143,1011027.10987637
11025717,"09",903,31549.4526218139,5846.18670057731,226,59659.0989999999,1.11981426236745,35329.5270157934,406519.202607226
11032373,"10U",1005,486.252103887498,9464.01126556779,1833.18589755573,59659.0989999999,1.81279444827557,881.475114389575,10142.6934037236
11032386,"10U",1005,107323.86239928,9506.56978310256,2061.11,59659.0989999999,1.82094636633114,195430.997256592,2248726.76993298
11032496,"10U",1006,3970.32543647196,7767.48565543141,1086.222,59659.0989999999,1.48783158410383,5907.17558355381,67970.9158521619
11032626,"09",901,22798.1631274074,6983.00216387558,1086.222,59659.0989999999,1.33756683078193,30494.0668019758,350879.979656934
11032696,"09",902,72485.2542724088,6344.87225487791,226,59659.0989999999,1.21533553542007,88093.9053112178,1013652.52146353
11032796,"09",903,707.333812192082,5846.18670057731,226,59659.0989999999,1.11981426236745,792.082491147435,9114.09718438796
11039169,"17",1711,117802.197147377,2781.52639390499,176.729,59659.0989999999,0.532790532799564,62763.8953831102,722192.762225758
11039409,"10U",1003,125468.903252743,9270.46926031823,2055.30273270903,59659.0989999999,1.77572223198384,222797.920928525,2563624.27716407
11039504,"10U",1005,10220.7119678203,10021.596088196,2061.11,59659.0989999999,1.9195976464692,19619.6546386675,225753.556099827
11046272,"17",1702,37881.3954920028,1081.6420303684,35.163,49342.5135163217,0.207184312513149,7848.43088204932,90307.9699443005
11046539,"10U",1005,5371.67877476709,9843.97397300411,1833.18589755573,59659.0989999999,1.88557482303044,10128.7022551078,116545.912498398
11053313,"17",1711,401120.682691667,12602.0443379333,1628.839,142561.375,2.41387244495821,968254.16305224,11141216.5271606
11053424,"17",1701,11495.3636745378,887.400650627676,35.163,15842.5933550241,0.169978133765194,1953.96046435014,22483.2460830448
11053536,"10U",1003,5028.8320893757,9495.86351850826,1833.18589755573,59659.0989999999,1.81889562310253,9146.92067668304,105249.042766253
11053705,"10U",1006,11574.9927299321,7711.79667277922,1086.222,59659.0989999999,1.47716457666383,17098.1692357971,196740.084311699
11053710,"10U",1006,7003.22992479801,7735.9695678657,1086.222,59659.0989999999,1.48179480044336,10377.349688875,119406.974195041
11053781,"10U",1011,73157.1438809708,7884.31467691341,1086.222,59659.0989999999,1.51020972753552,110482.630327758,1271268.38586635
11054020,"09",903,84931.4470150704,5787.91572356878,226,59659.0989999999,1.10865268397828,94159.4766874167,1083446.01850376
11060359,"17",1711,4932.97661882639,8349.350025735,925.736,142561.375,1.59928543496444,7889.23765750917,90777.5131061293
11060367,"17",1711,33218.5457566381,7941.19714114831,925.736,89388.7802753227,1.52110534171811,50528.9073945296,581410.872935154
11060528,"17",1701,94007.5633302815,1535.52166142879,35.163,19149.604,0.294123185712206,27649.8040077444,318152.46981511
11060578,"17",1701,42081.0169684775,660.829306205733,35.163,14883.374,0.126579276369414,5326.58467675891,61290.3465831264
11060734,"10U",1005,106938.800541475,10084.6361652477,2061.11,59659.0989999999,1.93167272737215,206570.764503858,2376906.50176364
11060782,"10U",1006,3816.08484965697,7735.9695678657,1086.222,59659.0989999999,1.48179480044336,5654.65468827237,65065.2841706061
11060795,"10U",1006,6904.47984915227,7968.25428834663,1086.222,59659.0989999999,1.52628803274107,10538.224966063,121258.085572004
11067442,"17",1711,36039.6394147277,13256.4940264332,1349.57208744051,142561.375,2.53922973043658,91512.9238760907,1052993.45858024
11067542,"17",1702,663100.070422173,3337.96846439969,35.163,45425.0155454676,0.63937484127875,423969.502278104,4878405.07796301
11067921,"10U",1011,7012.40391144156,7884.31467691341,1086.222,59659.0989999999,1.51020972753552,10590.2006004672,121856.143209276
11074542,"17",1711,51282.7563312277,1147.09762481775,35.163,53582.682,0.219722076353104,11267.9537022076,129654.709274452
11074904,"10U",1005,20778.1679550633,7669.72412760182,1086.222,59659.0989999999,1.46910574471803,30525.3259074996,351239.662554644
11074936,"10U",1006,6857.07938018441,7810.68626321594,1086.222,59659.0989999999,1.49610649204259,10258.9209771453,118044.274223522
11075237,"09",903,47723.7996995887,5881.66590913376,226,59659.0989999999,1.12661016639753,53766.1179206758,618659.835854257
11081638,"17",1702,67483.2074645907,1010.04316936081,35.163,21015.173,0.193469829922702,13055.9646708128,150228.457484707
11081666,"17",1702,19608.4464591146,988.565673170712,35.163,21034.0951704739,0.189355899289725,3712.97501294005,42723.3469863947
11081865,"10U",1003,55538.5311364685,10149.7722615492,2061.11,59659.0989999999,1.94414929258794,107975.196020338,1242416.59300802
11081875,"10U",1003,42476.151362896,10203.338483706,2061.11,59659.0989999999,1.95440969353379,83015.8019676523,955221.325340791
11081904,"10U",1005,12863.6029850543,8485.71670341672,2061.11,59659.0989999999,1.62540594024433,20908.5767048519,240584.537854378
11081936,"10U",1005,1899.51990491711,10230.646223719,2061.11,59659.0989999999,1.9596403846331,3722.37591708999,42831.5184899959
11081960,"10U",1005,56508.0677972436,9620.86710641346,2061.11,59659.0989999999,1.84283957285178,104135.303522152,1198232.86997764
11082002,"10U",1006,12433.9440635368,7759.34059608227,1086.222,59659.0989999999,1.48627142975123,18480.2158207597,212642.603341572
11082017,"10U",1006,7150.90468115499,9431.85348206947,1910.07387914771,59659.0989999999,1.80663475026183,12919.0728927846,148653.312240826
11082064,"10U",1011,7607.91615664959,7868.48710217858,1086.222,59659.0989999999,1.50717801732261,11466.4839889358,131939.098018689
11088751,"17",1702,15420.879997015,794.586394851907,35.163,14884.9156320821,0.152199925046943,2347.05677970358,27006.4088356593
11088763,"17",1702,4931.45463377237,823.334730419572,35.163,14945.164,0.15770655660642,777.722729353017,8948.86658530049
11088879,"17",1701,21980.6305718496,602.300472235321,35.163,12874.45,0.115368306484834,2535.86812454306,29178.9665750547
11089076,"10U",1006,34909.2914397083,7696.74696405045,1086.222,59659.0989999999,1.4742818636507,51466.1352424588,592195.085167352
11089097,"10U",1006,36579.8931991458,9911.1182885253,2061.11,59659.0989999999,1.8984360548057,69444.5881302,799064.153320147
11089240,"09",902,39224.7275819778,6490.79683225933,226,59659.0989999999,1.24328681911163,48767.5867859174,561144.237352159
11089274,"09",902,17577.7382323109,6302.66804003979,226,59659.0989999999,1.20725148266427,21220.7505428416,244176.566121207
11089284,"09",902,112861.385229081,6157.37660760078,226,59659.0989999999,1.17942147541716,133111.141484507,1531643.34949148
11095866,"17",1701,9398.01976732165,917.310521749388,35.163,19149.604,0.17570725293006,1651.30023629849,19000.6861689686
11096180,"10U",1006,24636.6095440612,9609.39435736753,1910.07387914771,59659.0989999999,1.84064201251576,45347.1785727458,521787.310247299
11096439,"09",903,157265.360722192,6150.01408235601,1038.01427303955,59659.0989999999,1.17801121242037,185260.358256076,2131698.31227354
11096515,"09",903,66212.9546666816,4228.10886624733,224.614828386533,41557.836,0.809877763705098,53624.3996537591,617029.15461598
11102832,"17",1711,43918.7951324582,1139.89344068722,35.163,53582.682,0.218342142979218,9589.32384628617,110339.554837292
11103096,"10U",1005,12903.5564358234,10203.338483706,2061.11,59659.0989999999,1.95440969353379,25218.8357792336,290180.533893752
11103120,"10U",1005,7200.39383050799,5849.04133507618,1548.435,49102.887,1.12036105647264,8067.04083896698,92823.4054135736
11103417,"09",902,143626.548903915,6075.47928620823,226,59659.0989999999,1.16373436290397,167143.150384793,1923232.65990262
11103421,"09",902,64150.7947093798,6364.71749586839,226,59659.0989999999,1.21913681393536,78208.5954734144,899907.203814843
11103438,"09",902,61634.2814116962,6055.45507645976,226,59659.0989999999,1.15989880362107,71489.5292714707,822594.268562178
11110128,"10U",1003,16495.5708873719,9265.23450419917,2061.11,59659.0989999999,1.77471953486478,29275.0118925657,336852.924341808
11110243,"10U",1005,111545.778966798,10084.6361652477,2061.11,59659.0989999999,1.93167272737215,215469.939083645,2479304.85406596
11117058,"17",1702,42052.2491704337,948.052792524075,35.163,14965.1490593008,0.181595815002096,7636.51246077612,87869.5306299204
11117280,"10U",1004,2432.66800989956,9602.43048608858,2055.30273270903,59659.0989999999,1.83930811013137,4474.4259998654,51484.9827674512
11117575,"09",902,73811.3832654022,6072.98329787256,226,59659.0989999999,1.16325626607263,85861.5540909674,987965.972147716
11124049,"17",1711,21925.5438361764,422.901199217553,35.163,53582.682,0.0810050753954452,1776.08033153561,20436.4683348145
11124136,"17",1701,23109.8424602151,1570.4621890973,35.163,19149.604,0.30081590751905,6951.80823229188,79990.9814248665
11124236,"17",1701,25400.3278797604,674.711871131232,35.163,14883.374,0.12923842753889,3282.69843415247,37772.3695325754
11124407,"10U",1005,3923.8501454182,9175.48481599504,1911.875,59659.0989999999,1.75752833211307,6896.27780153846,79352.0205234023
11124496,"10U",1011,424072.596077371,7849.88708884684,1086.222,59659.0989999999,1.50361525730897,637642.025668558,7337027.96835526
11131299,"17",1701,368419.385107223,2639.29423821085,226,19149.604,0.50554651808176,186253.13733478,2143121.72474264
11131508,"10U",1006,377490.248141468,9045.36605688487,1911.875,59659.0989999999,1.73260459126867,654041.337089058,7525726.64521524
11131540,"10U",1006,548139.37790314,9581.06683588608,2061.11,59659.0989999999,1.83521598625332,1005954.14902279,11575011.4157308
11131557,"10U",1011,580415.568239529,7698.38902904178,1086.222,59659.0989999999,1.47459639479574,855878.70440933,9848168.31228596
11131627,"09",901,205739.202353042,7037.10895734405,1086.222,59659.0989999999,1.34793077605432,277322.202692533,3191007.92528163
11131772,"09",902,1107.28854398326,5793.46081261849,1044.41557751137,59659.0989999999,1.1097148241599,1228.77451188066,14138.8939209548
11131848,"09",903,42206.5013992563,4282.24008314236,224.614828386533,45425.0155454676,0.820246387189595,34619.7302886526,398351.926566381
11138558,"10U",1006,6528.30436807498,7666.49316329967,1086.222,59659.0989999999,1.46848686610671,9586.72922246521,110309.699798296
11138651,"10U",1011,2303.0642172955,7563.7828884359,1086.222,59659.0989999999,1.44881311352663,3336.70963931167,38393.8494647397
11138828,"09",902,192795.604789443,5742.30303379178,176.729,59659.0989999999,1.09991575114098,212058.922458661,2440055.99127058
11138866,"09",902,21492.4880457371,5811.84371834971,226,59659.0989999999,1.11323599805938,23926.2113803756,275306.951248292
11138900,"09",903,15137.1792771909,6027.62334023108,176.729,59659.0989999999,1.15456774309024,17476.8989148186,201097.937363361
11138972,"04",401,45062.7335562147,4088.27809194002,176.729,19149.604,0.783093724226553,35288.343844365,406045.328445186
11145367,"17",1701,3027.24717769027,1517.83889988738,35.163,19149.604,0.290736121701719,880.130103874143,10127.2170402278
11145697,"10U",1011,4173.5194395259,7798.48600776916,1086.222,59659.0989999999,1.49376958069275,6234.27638319366,71734.7012032178
11152257,"17",1710,307414.178730905,13798.2198046276,1349.57208744051,142561.375,2.64299519051918,812494.195883186,9348964.46492988
11152281,"17",1711,85633.5787895508,2728.17769560664,176.729,53582.682,0.52257179770044,44749.6932115778,514912.34493902
11152467,"17",1701,43057.2752783708,963.143613038462,35.163,19171.7042194719,0.184486402817427,7943.48183122634,91401.6736910059
11152667,"10U",1005,11915.1235600421,10489.4704418754,2061.11,59659.0989999999,2.00921715420651,23940.0706513267,275466.42294949
11152721,"10U",1006,106213.809205358,9038.73801872951,1911.875,59659.0989999999,1.73133501640936,183891.687103459,2115949.69765596
11159340,"17",1710,121978.267796189,3131.2809269853,176.729,53726.7727002851,0.599784649568419,73160.6926050997,841823.50946058
11159390,"17",1711,31230.1800951216,14394.1280581914,1548.435,150964.993,2.75713909244713,86105.9504044242,990778.118328507
11159629,"10U",1003,33032.0839145351,9618.69287385399,2061.11,59659.0989999999,1.84242310708452,60859.0746792945,700274.942797303
11159643,"10U",1003,57813.5146966316,9274.12039819802,2055.30273270903,59659.0989999999,1.77642159320528,102701.175886187,1181731.08033441
11159712,"10U",1004,6313.31086653471,9706.37969085304,1833.18589755573,59659.0989999999,1.8592191749021,11737.8286201792,135061.325018091
11159817,"10U",1006,11449.2454189733,9545.97450375465,1911.875,59659.0989999999,1.82849418689364,20934.8786929112,240887.181679983
11159836,"10U",1006,4484.47962777317,9579.27640911093,2057.24079837762,59659.0989999999,1.8348730369872,8228.45075391939,94680.6685999734
11159846,"10U",1011,151289.374945782,7782.36476431725,1086.222,59659.0989999999,1.49068161938239,225524.290439528,2594995.24794243
11166503,"17",1702,15704.272432059,958.123069006035,35.163,41648.3024437856,0.183524737188137,2882.12247082454,33163.1422105426
11166584,"17",1701,17073.5521609858,811.828177719089,35.163,14884.9156320821,0.155502521312198,2654.98040878862,30549.5320737263
11167151,"09",902,57806.2967860773,5673.3392910504,226,59659.0989999999,1.08670601517747,62818.4504325642,722820.4999023
11167212,"09",903,10706.5301589407,4249.78574312951,224.614828386533,45334.4249999999,0.814029884932059,8715.43551330411,100284.158733834
11173645,"17",1701,17528.8858828874,4041.2888131769,35.163,45334.4249999999,0.774093111137663,13568.9898078614,156131.581224157
11173737,"17",1701,143959.651991285,707.733357174733,35.163,14883.374,0.135563564406727,19515.6835546906,224557.212822048
11173758,"10U",1003,11627.6827534884,2616.75250477929,35.163,19149.604,0.501228736955705,5828.12874025263,67061.363349717
11173856,"10U",1004,20974.2886255085,9706.37969085304,1833.18589755573,59659.0989999999,1.8592191749021,38995.7995924766,448705.168010832
11181301,"09",902,23365.9090793468,5708.89661421295,226,59659.0989999999,1.0935168817557,25551.0160358344,294002.766016329
11187687,"17",1711,79753.2119867802,10598.3007855099,1349.57208744051,142561.375,2.03006318209136,161904.05930789,1862949.05842624
11187732,"17",1702,229.796815022826,941.060459066121,35.163,19349.1440794709,0.180256460798325,41.4223605787421,476.626391999296
11187790,"17",1701,7379.08017636836,3826.08023905195,35.163,45334.4249999999,0.732870748077469,5407.9120089787,62226.1395313134
11187803,"17",1701,10922.5254393891,920.549827139975,35.163,19149.604,0.176327729244336,1925.94410834097,22160.8758826254
11188109,"10U",1006,4089.53835231066,9545.97450375465,1911.875,59659.0989999999,1.82849418689364,7477.69710427863,86042.121730382
11194759,"17",1711,556818.569821268,10598.3007855099,1349.57208744051,142561.375,2.03006318209136,1130376.87769893,13006681.5432427
11194933,"17",1701,27231.5176683664,751.194606493132,35.163,14884.9156320821,0.143888397214794,3918.29943102759,45085.912403119
11195059,"10U",1004,4730.61686635017,9823.92690170017,2061.11,59659.0989999999,1.88173488470575,8901.76678358852,102428.179495361
11195205,"10U",1010,292928.10952127,9291.19810302687,1911.875,59659.0989999999,1.77969276096219,521322.035997345,5998592.00720345
11195216,"10U",1011,6652.63320102915,7842.10217357378,1086.222,59659.0989999999,1.50212408714958,9993.0805742369,114985.381627457
11195548,"04",401,8558.60730630532,4233.82319689617,176.729,41731.5271110486,0.810972321454993,6940.79363561609,79864.2419682166
11201866,"17",1702,13483.3946230263,1035.61506636449,35.163,45334.4249999999,0.19836802706336,2674.67438948643,30776.1408626256
11202306,"10U",1011,7434.75712723844,7356.3890370984,1086.222,59659.0989999999,1.40908763013895,10476.2243010791,120544.674920367
11202493,"09",902,24873.9701866029,5594.68802761405,1044.41557751137,59659.0989999999,1.07164067240616,26655.958136182,306716.782293978
11202549,"09",903,9049.6230493784,6027.62334023108,176.729,59659.0989999999,1.15456774309024,10448.4028599382,120224.547507879
11202552,"09",903,58815.8174316231,6027.62334023108,176.729,59659.0989999999,1.15456774309024,67906.8455900365,781370.118781755
11208970,"17",1702,6147.80244991183,3024.32872075705,35.163,49342.5135163217,0.579298371579001,3561.41194802332,40979.3865799303
11209163,"10U",1003,8628.70617706189,9243.36989182547,2061.11,59659.0989999999,1.77053145363659,15277.3956906764,175789.353514768
11209217,"10U",1004,211974.890130401,9839.09674763348,2061.11,59659.0989999999,1.88464060953188,399496.486140811,4596806.31777924
11209315,"10U",1006,2645.40142514464,9444.64711869752,2118.64287007925,59659.0989999999,1.80908532146275,4785.75688760579,55067.311627236
11209390,"10U",1011,557214.158685803,7050.84049819822,1086.222,59659.0989999999,1.35056099915193,752551.710896299,8659236.26142826
11209655,"09",903,12395.1797080189,3535.69231192042,176.729,41648.3024437856,0.67724807314834,8394.6115735832,96592.5980714351
11215960,"17",1711,43397.5812887624,8915.81901486484,1251.476,142561.375,1.7077903606032,74113.9709984423,852792.407293576
11216460,"10U",1011,40.3884816765785,6979.12229863913,1086.222,59659.0989999999,1.33682365772736,53.9922778049382,621.262144562521
11216736,"09",903,26244.7394704595,3594.00966920395,176.729,49102.887,0.688418535498307,18067.3651107884,207892.136647286
11223055,"17",1711,570642.897835293,4666.81291828719,176.729,66929.0378965998,0.89390981392753,510103.286623013,5869503.4675277
11223077,"17",1702,11235.3415965103,954.088177513691,35.163,19349.1440794709,0.182751869458855,2053.27968077109,23626.0626467925
11223280,"10U",1003,24431.3913457053,9945.94289106114,2061.11,59659.0989999999,1.90510657160549,46544.4042061685,535563.186998278
11230113,"17",1711,442813.155955136,13795.2406243815,1352.186,142765.652592004,2.64242454016184,1170100.35000236,13463759.6773022
11230145,"17",1702,80760.978751272,2018.63066327252,35.163,49102.887,0.386660830890265,31227.1071474779,359314.708392454
11230241,"17",1701,313268.431907296,3734.35493431005,176.729,49185.6052033053,0.715301123682847,224081.261357652,2578391.03381183
11230429,"10U",1004,2217.08901587129,9858.88823195239,2061.11,59659.0989999999,1.88843159116638,4186.82093799931,48175.6551230891
11230503,"10U",1004,7119.88693715213,9106.49050330536,2055.30273270903,59659.0989999999,1.74431274059518,12419.3094960716,142902.784716548
11230751,"09",902,784.341087654233,5732.17861287122,226,59659.0989999999,1.09797645779889,861.188049128725,9909.26028729967
11230773,"09",902,21306.6712921858,5770.57139651794,1044.41557751137,59659.0989999999,1.10533044577456,23550.9124773638,270988.574420787
