"cell","vpu","HUC4","area_Estimate","AISP_mgafdm_est","AISP_mgafdm_LowQ","AISP_mgafdm_HiQ","Emer_gAFDM","Total_Emerg_gafdm","Total_Emerg_kJ"
11081638,"17",1702,56215.3564495295,4421.71263770903,35.163,59659.0989999999,0.846961811073878,47612.2601086571,547850.470940263
11081666,"17",1702,15836.5778670758,9555.94951865637,925.736,28989.334,1.8304048620955,28987.3491268496,333542.932728095
11081865,"10U",1003,49977.6522255866,30149.8649253084,2410.287,59801.8518541053,5.77508904196961,288625.391711353,3321068.06972669
11081875,"10U",1003,38849.3762125969,31376.4143146556,2424.10661103942,59801.8518541053,6.01002979395645,233485.90851433,2686605.60632014
11081904,"10U",1005,11978.3578930646,6229.35175039875,2061.11,59659.0989999999,1.19320803331705,14292.6728639514,164458.640309057
11081936,"10U",1005,1764.47177066095,16080.0177008722,2409.33360795959,59659.0989999999,3.08006467853304,5434.68717708144,62534.2280030876
11081960,"10U",1005,50983.7947887331,14929.5818792895,2364.11500788962,59659.0989999999,2.85970318360857,145798.520269786,1677630.6734843
11082002,"10U",1006,11191.6382847056,10930.949818805,1086.222,59659.0989999999,2.0937808070878,23432.8374403856,269629.944007797
11082017,"10U",1006,6422.44835269079,14244.7038311643,2057.24079837762,59659.0989999999,2.72851746451458,17523.7624952597,201637.173151706
11082064,"10U",1011,6947.80114033073,9960.97013706144,1086.222,59659.0989999999,1.90798498197058,13256.3002334691,152533.618636413
11088751,"17",1702,12727.0040675774,4854.75586995399,35.163,41648.3024437856,0.929909553341795,11834.9626678601,136178.997937733
11088763,"17",1702,4094.05591782928,9128.03359634439,226,59659.0989999999,1.74843923604874,7158.20800131025,82365.9203670764
11088879,"17",1701,18947.298327975,2967.96599820352,35.163,19149.604,0.568502311888491,10771.5829034947,123943.218679062
11089076,"10U",1006,30462.5964169689,19576.2641139076,1086.222,59659.0989999999,3.74975704358896,114227.335480537,1314356.8357068
11089097,"10U",1006,31741.5702693462,14995.6532273375,2409.33360795959,59659.0989999999,2.87235889264891,91173.1816297968,1049084.21442326
11089240,"09",902,38242.8742666245,6211.99155318741,1070.18766992794,59659.0989999999,1.18988275524599,45504.5366008971,523597.950398223
11089274,"09",902,17418.0300256244,7646.42658283473,1086.222,59659.0989999999,1.46464319087832,25511.1990755448,293544.612162757
11089284,"09",902,112031.689114422,4326.12935292532,584.771135050109,45425.0155454676,0.828653205648368,92835.4183188669,1068210.74088604
11095866,"17",1701,8120.4354426628,3575.84157846209,176.729,45425.0155454676,0.684938508572257,5561.99894105475,63999.1408152465
11096180,"10U",1006,21794.4492159356,14484.6836227477,2057.24079837762,59659.0989999999,2.77448465767119,60468.3649720071,695779.2415504
11096439,"09",903,158316.936877206,4640.2044362131,176.729,52522.661,0.888813062959318,140714.161584166,1619127.50026821
11096515,"09",903,67096.9564133212,4095.60574000326,226,19349.1440794709,0.784497306635238,52637.3815896724,605672.031261566
11102832,"17",1711,36831.9163585342,2817.33311492547,176.729,142561.375,0.539649170564825,19876.313113196,228706.79683699
11103096,"10U",1005,11710.7889537513,31940.5898349831,2424.462,65643.903,6.11809541459066,71647.7241991849,824414.538497921
11103120,"10U",1005,6690.51109951735,3997.63266828064,1548.435,45334.4249999999,0.76573094684175,5123.13139908865,58949.3114436136
11103417,"09",902,142561.150299804,5936.79400549622,1070.18766992794,59659.0989999999,1.13716973825618,162116.225971928,1865390.35414599
11103421,"09",902,62504.082509663,7646.42658283473,1086.222,59659.0989999999,1.46464319087832,91546.1788498745,1053376.10693608
11103438,"09",902,61156.7321736887,4301.69419474419,584.771135050109,45425.0155454676,0.823972746395891,50391.4805697522,579829.571175854
11110128,"10U",1003,14543.5590405464,14906.0944043641,2061.11,59659.0989999999,2.85520424938777,41524.83157379,477805.474503814
11110243,"10U",1005,102590.954943937,15340.8487135206,2409.33360795959,59659.0989999999,2.93847974176488,301461.442791073,3468766.09147548
11117058,"17",1702,35204.3258227631,9968.01980323804,599.201,49342.5135163217,1.90933531803301,67216.8626409433,773430.829978014
11117280,"10U",1004,2299.37971690297,10263.2822700219,2061.11,59659.0989999999,1.96589169202185,4520.3314822631,52013.1942006603
11117575,"09",902,73407.5360640213,4303.6877069334,584.771135050109,45425.0155454676,0.824354595881036,60513.8397266788,696302.49681503
11124049,"17",1711,18401.0344292372,1039.61265102238,35.163,59659.0989999999,0.199133748813998,3664.26696794947,42162.8878667105
11124136,"17",1701,19598.0837107897,9030.62578223877,599.201,19189.7076565367,1.72978114914729,33900.3957623345,390074.903839302
11124236,"17",1701,22277.0219858866,742.035571341069,35.163,14945.164,0.142134019751654,3166.32268295003,36433.2919513645
11124407,"10U",1005,3489.99705861509,14095.0867732118,2061.11,59659.0989999999,2.6998589005703,9422.49962166611,108419.991896701
11124496,"10U",1011,381363.603201346,10638.5599481905,1086.222,59659.0989999999,2.03777466769208,777133.08978348,8942081.89759361
11131299,"17",1701,322411.244935238,7567.93372579549,1251.476,59659.0989999999,1.4496081902346,467369.981281853,5377792.68961964
11131508,"10U",1006,337063.965627331,27350.0220516617,3019.16980094565,65643.903,5.23879005890979,1765807.35234517,20318262.2997597
11131540,"10U",1006,487542.118128263,15194.6458493044,2364.11500788962,59659.0989999999,2.91047515331545,1418979.22100709,16327484.4065181
11131557,"10U",1011,531897.643954389,22164.2788345532,1344.80244211902,59659.0989999999,4.24548117007122,2258161.4318136,25983534.5151632
11131627,"09",901,193859.464012971,10042.5455367401,1086.222,59659.0989999999,1.92361043163497,372910.087246514,4290889.91890201
11131772,"09",902,1111.31991204705,6249.56964490636,1070.18766992794,59659.0989999999,1.1970806921602,1330.33960952469,15307.5527169958
11131848,"09",903,41873.4476074204,4311.21880343278,226,41731.5271110486,0.825797148044216,34578.9736129867,397882.959877831
11138558,"10U",1006,5846.61468913034,19800.4234529096,1086.222,59659.0989999999,3.79269389075338,22174.4198130536,255149.961578901
11138651,"10U",1011,2097.27828130871,9963.87878342874,1086.222,59659.0989999999,1.90854212183852,4002.74394109477,46057.573158207
11138828,"09",902,195132.166827567,6063.1138766047,1086.222,59659.0989999999,1.16136581691951,226619.828334972,2607601.05473635
11138866,"09",902,21932.1966207623,4769.19578913013,226,45425.0155454676,0.913520853544299,20035.5189771002,230538.699110004
11138900,"09",903,15212.195068121,4424.17741032046,176.729,49185.6052033053,0.847433928654984,12891.3302300437,148334.091291998
11138972,"04",401,45018.1327207908,3818.65973083203,226,19349.1440794709,0.731449378667925,32928.4852074126,378891.615039093
11145367,"17",1701,2671.48782677948,9093.61651382367,226,59659.0989999999,1.74184677811852,4653.32246385869,53543.4549303901
11145697,"10U",1011,3732.68089090288,13368.6419738553,2057.24079837762,59659.0989999999,2.56071123238828,9558.3178842561,109982.784735193
11152257,"17",1710,280521.619801015,12727.1795123087,1352.186,142561.375,2.43784159958263,683867.274333215,7868918.79211514
11152281,"17",1711,74963.9457874112,6858.63622615685,176.729,142561.375,1.31374502043906,98483.5104906752,1133200.51346095
11152467,"17",1701,38417.7754535452,4701.01986704985,176.729,59659.0989999999,0.900462021555918,34593.7477485806,398052.958469042
11152667,"10U",1005,11037.4961312952,16265.7530577623,2410.287,59659.0989999999,3.11564156177744,34388.8816846211,395695.667104092
11152721,"10U",1006,93672.9817897324,24080.1761580081,2988.397,59659.0989999999,4.61246383037943,432063.240388932,4971535.67553524
11159340,"17",1710,109512.737040669,6705.147850561,176.729,142561.375,1.28434492069834,140652.127569956,1618413.7058837
11159390,"17",1711,25120.1527868866,10826.4478261065,1081.88925757806,142765.652592004,2.07376385794417,52093.2649554811,599411.153210243
11159629,"10U",1003,28839.6268512011,14031.4724626617,2057.24079837762,59659.0989999999,2.68767382748025,77511.5102822698,891886.193062937
11159643,"10U",1003,51192.7779366001,29497.2221800038,2372.444,65643.903,5.65007786941323,289243.18169337,3328176.67015476
11159712,"10U",1004,5871.79236829281,10847.591599632,2364.11500788962,59659.0989999999,2.07781386530227,12200.4915970148,140384.956561051
11159817,"10U",1006,10145.8777349517,14627.4358274366,2061.11,59659.0989999999,2.80182828574576,28427.0072215057,327095.358594255
11159836,"10U",1006,4023.84281021357,14503.4532539772,2057.24079837762,59659.0989999999,2.77807990733165,11178.5568613152,128626.064524724
11159846,"10U",1011,137858.437088266,11263.3982258814,1086.222,59659.0989999999,2.15746000291451,297424.06408224,3422309.99336229
11166503,"17",1702,13225.2034784108,1091.58744547055,35.163,41648.3024437856,0.209089317988847,2765.24877556465,31818.3350360347
11166584,"17",1701,14760.1159284823,2031.3020929698,176.729,19149.604,0.389087993830203,5742.98389531439,66081.644191435
11167151,"09",902,58110.8810424935,4770.11254467155,226,41557.836,0.913696454492912,53095.7059759857,610945.740812679
11167212,"09",903,10667.7732342184,4314.75381685446,226,49102.887,0.826474266078586,8816.6400544434,101448.668786453
11173645,"17",1701,15008.2210331463,8699.0891886644,599.201,19149.604,1.66627660764083,25007.8476298347,287752.798752693
11173737,"17",1701,125123.02550827,1820.69231299704,35.163,59659.0989999999,0.348746511854563,43636.2186986985,502100.150456575
11173758,"10U",1003,10088.8106268644,3179.21284457889,176.729,14965.1490593008,0.608965821448992,6143.74085083181,70692.9541000963
11173856,"10U",1004,19405.9949929938,16279.6529291883,2061.11,59659.0989999999,3.11830402793959,60513.792352828,696301.951707816
11181301,"09",902,23695.7020217516,4873.57212011759,226,52522.661,0.933513732677255,22120.2632427333,254526.80900251
11187687,"17",1711,64089.9960606694,10608.6118437586,1344.80244211902,142561.375,2.03203822508577,130233.321840877,1498529.71776205
11187732,"17",1702,191.88877797313,9812.57413066737,584.771135050109,59659.0989999999,1.87956030569023,360.666530185701,4150.00942958177
11187790,"17",1701,6303.27755719423,8804.84307622507,599.201,19149.604,1.68653335236291,10630.6878294087,122322.009509091
11187803,"17",1701,9630.21295227855,4658.52210719994,176.729,45334.4249999999,0.892321741397931,8593.2483916101,98878.2126180617
11188109,"10U",1006,3673.27281390131,14597.523292291,2061.11,59659.0989999999,2.7960986562975,10270.8331791636,118181.341976046
11194759,"17",1711,443615.920796968,10608.6118437586,1344.80244211902,142561.375,2.03203822508577,901444.50831606,10372471.2349387
11194933,"17",1701,23640.7621349841,711.007943778827,35.163,14945.164,0.136190798699854,3219.65427703675,37046.9519387233
11195059,"10U",1004,4422.68723273277,17283.8153870398,2409.33360795959,59659.0989999999,3.31064743050747,14641.9581229849,168477.691142126
11195205,"10U",1010,258769.109306067,29478.8434741264,2424.462,65643.903,5.64655749997936,1461154.65491515,16812776.0367812
11195216,"10U",1011,6039.16547099128,18931.6440033916,1086.222,59659.0989999999,3.62628257543804,21899.7205176428,251989.134136256
11195548,"04",401,8590.34691924229,3449.4926901994,226,19149.604,0.660736871786203,5675.9589509784,65310.4216694329
11201866,"17",1702,11264.8731860965,4146.21095504814,35.163,59659.0989999999,0.794190538216746,8946.45569860941,102942.392496049
11202306,"10U",1011,6912.65457657538,9987.74786790361,1086.222,59659.0989999999,1.91311415188025,13224.6972975062,152169.979453755
11202493,"09",902,24733.1219936865,6317.93715431922,1086.222,59659.0989999999,1.21017622195495,29931.4361314702,344406.069846762
11202549,"09",903,9093.75326442719,4723.03164489945,584.771135050109,49185.6052033053,0.904678291757075,8226.92116892231,94663.0684302045
11202552,"09",903,59492.4869720144,4625.89215062089,176.729,52522.661,0.886071600472044,52714.6031473551,606560.581115041
11208970,"17",1702,5042.57247948647,9851.21468397918,1352.186,28989.334,1.88696175297894,9515.14140541516,109485.97458141
11209163,"10U",1003,7709.93231421476,23752.7345902016,2372.444,59659.0989999999,4.54974367508821,35078.2157819568,403627.489895086
11209217,"10U",1004,200939.037061736,33369.5011325711,2424.462,65643.903,6.39179780088958,1284361.69520407,14778507.8458657
11209315,"10U",1006,2334.09219955001,28049.8487092504,2988.397,65643.903,5.37283912584694,12540.7018930764,144299.586332684
11209390,"10U",1011,504775.126143813,9953.03387755131,1086.222,59659.0989999999,1.90646482241283,962336.021222179,11073119.428193
11209655,"09",903,12279.5104097128,4195.46348574707,226,49102.887,0.803624668387256,9868.1174809633,113547.493794704
11215960,"17",1711,35928.6704627872,10632.6545291974,1247.05304497306,142561.375,2.0366435077151,73173.8934388708,841975.404854367
11216460,"10U",1011,36.4079732596874,9953.03387755131,1086.222,59659.0989999999,1.90646482241283,69.4105202749411,798.67215154361
11216736,"09",903,26340.1581126004,3692.01307801973,226,49102.887,0.707190706243675,18627.51501822,214337.501557148
11223055,"17",1711,467986.17782549,10399.8152922129,1349.57208744051,142561.375,1.99204405994374,932249.085673042,10726924.1042969
11223077,"17",1702,9437.75859006494,1035.66155559371,35.163,41557.836,0.198376931893909,1872.23359305247,21542.8558384582
11223280,"10U",1003,21424.6250279578,15593.704724328,2364.11500788962,59659.0989999999,2.9869133244966,63993.4979683506,736341.184372826
11230113,"17",1711,357499.124620393,15055.698684669,1344.80244211902,150964.993,2.88386036582347,1030977.55630934,11862943.2516734
11230145,"17",1702,69605.9123006761,11760.5414566957,1081.88925757806,59659.0989999999,2.25268584991838,156800.253710393,1804222.11931864
11230241,"17",1701,270321.965850472,8361.48774921894,599.201,21015.173,1.60161036856067,432950.463355819,4981744.50660373
11230429,"10U",1004,2098.55304323137,33501.9815153612,2424.462,65643.903,6.41717390153952,13466.7798200207,154955.501999068
11230503,"10U",1004,6349.09327528044,27989.7091273124,2424.10661103942,65643.903,5.3613196234711,34039.5183680094,391675.7181015
